,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
46107,60.0,0.16,0.838,430800.0,0.304,0.0257,0.0828,-9.975,0.0628,112.618,0.221,Hip-Hop
46108,57.0,0.36,0.6609999999999999,303667.0,0.746,0.0,0.4539999999999999,-2.2230000000000003,0.25,83.939,0.6779999999999999,Hip-Hop
46110,65.0,0.129,0.706,205861.0,0.7829999999999999,0.0,0.0952,-5.337000000000001,0.424,130.195,0.513,Hip-Hop
46112,68.0,0.0685,0.8109999999999999,133747.0,0.486,0.659,0.125,-7.656000000000001,0.05,105.991,0.0384,Hip-Hop
46113,53.0,0.0559999999999999,0.852,226296.0,0.535,0.00506,0.0974,-7.222,0.0568,111.992,0.374,Hip-Hop
46114,63.0,0.00296,0.8809999999999999,231231.0,0.546,4.72e-06,0.226,-7.566,0.12,140.032,0.276,Hip-Hop
46115,60.0,0.0369,0.823,211643.0,0.49,1.16e-06,0.0807,-8.391,0.429,165.949,0.307,Hip-Hop
46116,51.0,0.168,0.754,298414.0,0.6970000000000001,0.0,0.1169999999999999,-6.924,0.151,129.928,0.6940000000000001,Hip-Hop
46117,67.0,0.789,0.857,194347.0,0.3779999999999999,0.000171,0.119,-8.371,0.0928,119.976,0.626,Hip-Hop
46118,46.0,0.0182,0.667,225400.0,0.919,0.0,0.119,-4.801,0.0676,178.674,0.517,Hip-Hop
46119,67.0,0.0645,0.861,163707.0,0.64,0.0,0.166,-6.895,0.129,97.998,0.371,Hip-Hop
46120,79.0,0.061,0.927,343150.0,0.665,0.0,0.123,-5.313,0.244,127.076,0.175,Hip-Hop
46121,56.0,0.0786,0.902,226319.0,0.547,0.0,0.293,-8.05,0.125,97.578,0.282,Hip-Hop
46122,66.0,0.2339999999999999,0.76,215189.0,0.517,1.12e-06,0.113,-7.282999999999999,0.11,144.972,0.545,Hip-Hop
46124,47.0,0.019,0.98,217160.0,0.442,0.0,0.322,-8.866,0.271,122.04,0.313,Hip-Hop
46125,66.0,0.0424,0.942,215423.0,0.5589999999999999,0.0,0.0938,-6.406000000000001,0.0638,133.01,0.5820000000000001,Hip-Hop
46126,65.0,0.631,0.3989999999999999,213492.0,0.491,0.0,0.171,-8.992,0.0714,94.542,0.356,Hip-Hop
46127,62.0,0.138,0.705,250493.0,0.7020000000000001,0.0,0.364,-4.783,0.108,140.059,0.7709999999999999,Hip-Hop
46129,60.0,0.11,0.684,197680.0,0.612,0.0,0.331,-6.007000000000001,0.289,77.495,0.295,Hip-Hop
46130,60.0,0.11,0.8140000000000001,183937.0,0.74,2.28e-05,0.12,-5.438,0.0947,120.098,0.191,Hip-Hop
46131,50.0,0.152,0.726,178507.0,0.8340000000000001,0.6829999999999999,0.0845,-5.564,0.0565,130.04,0.561,Hip-Hop
46133,53.0,0.0556,0.769,199440.0,0.341,1.82e-06,0.146,-9.378,0.123,76.03,0.2019999999999999,Hip-Hop
46134,53.0,0.0071,0.7509999999999999,193600.0,0.596,0.57,0.103,-4.593999999999999,0.0302,93.213,0.561,Hip-Hop
46135,65.0,0.0363,0.8290000000000001,230147.0,0.435,0.878,0.119,-10.136,0.0515,103.816,0.594,Hip-Hop
46136,55.0,0.239,0.7929999999999999,273693.0,0.647,0.0,0.124,-3.924,0.0383,142.268,0.718,Hip-Hop
46138,51.0,0.104,0.7190000000000001,220543.0,0.384,0.0,0.119,-8.904,0.0778,79.965,0.389,Hip-Hop
46140,64.0,0.00231,0.653,228027.0,0.949,0.0,0.41,-3.179,0.12,140.002,0.372,Hip-Hop
46141,49.0,0.00215,0.768,232187.0,0.635,0.0,0.215,-5.14,0.33,140.069,0.409,Hip-Hop
46142,60.0,0.38,0.752,148400.0,0.723,0.0,0.221,-4.967,0.0717,175.07299999999998,0.644,Hip-Hop
46143,52.0,0.319,0.698,188690.0,0.58,0.0,0.172,-6.728,0.0708,144.923,0.531,Hip-Hop
46146,63.0,0.352,0.44,297373.0,0.421,1.33e-05,0.136,-11.399,0.154,87.62899999999999,0.1159999999999999,Hip-Hop
46147,60.0,0.00281,0.684,273908.0,0.901,0.00123,0.0232,-5.2,0.0843,121.988,0.485,Hip-Hop
46148,52.0,0.0396,0.863,90520.0,0.718,0.0,0.255,-6.922000000000001,0.0619,115.017,0.7170000000000001,Hip-Hop
46149,74.0,0.0214,0.794,159522.0,0.366,0.0,0.0964,-10.051,0.135,122.993,0.278,Hip-Hop
46150,71.0,0.5429999999999999,0.718,274274.0,0.628,0.0,0.1159999999999999,-6.007000000000001,0.223,92.107,0.722,Hip-Hop
46153,51.0,0.297,0.652,130909.0,0.504,0.0,0.1369999999999999,-11.2,0.441,87.8,0.209,Hip-Hop
46154,62.0,0.238,0.949,140488.0,0.524,2.22e-05,0.108,-7.282999999999999,0.0504,122.959,0.685,Hip-Hop
46155,70.0,0.161,0.7709999999999999,205520.0,0.815,2.01e-05,0.1889999999999999,-5.422999999999999,0.0719,94.016,0.524,Hip-Hop
46156,57.0,0.331,0.369,228187.0,0.444,0.0,0.152,-10.074,0.2319999999999999,89.572,0.385,Hip-Hop
46157,69.0,0.0966,0.875,163200.0,0.878,0.0,0.3329999999999999,-5.358,0.179,100.042,0.381,Hip-Hop
46159,58.0,0.358,0.959,134880.0,0.47,0.0,0.0806,-11.53,0.166,129.995,0.964,Hip-Hop
46160,61.0,0.013,0.745,207987.0,0.635,0.0,0.06,-9.735,0.2689999999999999,94.868,0.551,Hip-Hop
46163,53.0,0.188,0.836,145707.0,0.812,1.82e-06,0.0982,-6.985,0.215,92.009,0.769,Hip-Hop
46164,63.0,0.47,0.478,314653.0,0.326,0.000218,0.3229999999999999,-10.992,0.0693,137.029,0.34,Hip-Hop
46165,56.0,0.0952,0.603,249040.0,0.688,0.0,0.24,-5.732,0.244,83.508,0.45,Hip-Hop
46166,85.0,0.588,0.81,208293.0,0.353,0.0,0.102,-9.931,0.31,88.031,0.0727,Hip-Hop
46167,68.0,0.207,0.9,165000.0,0.831,2.53e-06,0.0963,-5.392,0.198,139.987,0.6609999999999999,Hip-Hop
46169,57.0,0.2019999999999999,0.8440000000000001,204627.0,0.8190000000000001,1.5e-06,0.557,-7.517,0.3279999999999999,102.93,0.726,Hip-Hop
46170,49.0,0.067,0.777,274782.0,0.522,5.59e-05,0.0953,-8.781,0.325,76.94,0.5820000000000001,Hip-Hop
46173,62.0,0.397,0.951,237714.0,0.6609999999999999,0.0,0.0686,-2.678,0.0612,104.997,0.926,Hip-Hop
46174,62.0,0.0379,0.8220000000000001,226273.0,0.613,0.0,0.377,-5.1610000000000005,0.3879999999999999,154.91299999999998,0.301,Hip-Hop
46176,57.0,0.0107,0.7929999999999999,166467.0,0.742,0.0,0.119,-6.185,0.21,150.076,0.21,Hip-Hop
46177,54.0,0.0325,0.8109999999999999,257733.0,0.473,0.0,0.126,-5.215,0.24,149.031,0.2789999999999999,Hip-Hop
46178,58.0,0.3289999999999999,0.736,283227.0,0.41,0.0,0.15,-8.168,0.225,149.767,0.362,Hip-Hop
46179,60.0,0.0491,0.947,129000.0,0.584,0.0,0.0791,-7.907,0.457,120.018,0.384,Hip-Hop
46180,62.0,0.000333,0.725,185339.0,0.722,0.0,0.512,-5.945,0.113,83.01899999999999,0.3979999999999999,Hip-Hop
46181,54.0,0.018,0.72,185344.0,0.579,0.0,0.134,-7.298999999999999,0.1669999999999999,166.002,0.1989999999999999,Hip-Hop
46184,83.0,0.6609999999999999,0.5920000000000001,110886.0,0.457,0.000331,0.146,-6.081,0.0603,146.04,0.225,Hip-Hop
46186,53.0,0.176,0.878,171467.0,0.485,0.0,0.132,-5.504,0.0996,139.939,0.421,Hip-Hop
46187,66.0,0.0877,0.757,141854.0,0.579,0.0,0.104,-9.174,0.0655,160.07,0.537,Hip-Hop
46188,58.0,0.0195,0.741,182582.0,0.606,0.000333,0.337,-7.832999999999999,0.253,108.126,0.455,Hip-Hop
46189,54.0,0.0587,0.688,214645.0,0.715,0.0,0.0438,-5.425,0.0707,145.954,0.682,Hip-Hop
46190,66.0,0.00359,0.966,242448.0,0.519,0.0,0.254,-5.682,0.306,122.195,0.119,Hip-Hop
46194,49.0,0.078,0.8270000000000001,235147.0,0.725,0.0,0.182,-9.866,0.0999,129.984,0.12,Hip-Hop
46195,55.0,0.7390000000000001,0.7859999999999999,205389.0,0.488,0.000713,0.108,-6.9110000000000005,0.0409999999999999,122.75,0.471,Hip-Hop
46197,75.0,0.226,0.88,182023.0,0.335,0.0,0.107,-8.742,0.297,140.061,0.213,Hip-Hop
46198,52.0,0.256,0.809,252387.0,0.6970000000000001,6.7e-06,0.173,-8.396,0.0596,94.006,0.7559999999999999,Hip-Hop
46199,62.0,0.0872,0.477,252307.0,0.647,0.0,0.119,-4.657,0.3429999999999999,109.879,0.5489999999999999,Hip-Hop
46201,59.0,0.0962,0.852,232705.0,0.727,0.0,0.154,-4.851,0.267,130.014,0.496,Hip-Hop
46202,47.0,0.00339,0.758,171667.0,0.8170000000000001,0.0,0.138,-5.055,0.106,104.949,0.427,Hip-Hop
46203,53.0,0.0251,0.754,212987.0,0.885,7.38e-06,0.0913,-4.782,0.179,91.988,0.665,Hip-Hop
46204,57.0,0.314,0.654,116821.0,0.546,0.0,0.254,-7.957999999999999,0.204,169.99400000000003,0.294,Hip-Hop
46206,58.0,0.545,0.847,350760.0,0.519,0.0,0.0609,-8.493,0.0421,131.04399999999998,0.932,Hip-Hop
46207,64.0,0.153,0.8190000000000001,227907.0,0.299,0.0,0.3,-11.964,0.122,121.913,0.515,Hip-Hop
46208,64.0,0.389,0.748,245987.0,0.532,0.0,0.06,-7.157,0.132,98.038,0.369,Hip-Hop
46209,63.0,0.126,0.878,172987.0,0.933,0.0,0.531,-3.093,0.2769999999999999,154.006,0.601,Hip-Hop
46210,54.0,0.315,0.351,204326.0,0.6990000000000001,1.95e-06,0.11,-7.021,0.243,80.807,0.35,Hip-Hop
46211,72.0,0.266,0.81,271067.0,0.4579999999999999,0.0,0.174,-7.495,0.105,125.049,0.493,Hip-Hop
46212,51.0,0.261,0.763,220747.0,0.5660000000000001,0.0,0.0619,-9.861,0.373,139.92,0.72,Hip-Hop
46214,50.0,0.000986,0.513,295320.0,0.969,0.0,0.303,-1.946,0.0991,131.996,0.715,Hip-Hop
46215,60.0,0.00925,0.6459999999999999,159150.0,0.7090000000000001,0.000308,0.115,-6.005,0.0381,80.50399999999999,0.281,Hip-Hop
46216,60.0,0.079,0.904,223053.0,0.7829999999999999,0.0,0.149,-4.475,0.145,114.952,0.176,Hip-Hop
46217,58.0,0.0803,0.5539999999999999,370133.0,0.887,0.0,0.15,-3.367,0.503,172.233,0.648,Hip-Hop
46219,50.0,0.489,0.693,231654.0,0.546,0.0,0.135,-10.93,0.178,97.003,0.493,Hip-Hop
46221,52.0,0.0654,0.894,180093.0,0.4579999999999999,0.0192,0.107,-8.594,0.0507,97.015,0.679,Hip-Hop
46222,52.0,0.00398,0.6940000000000001,201875.0,0.6509999999999999,7.69e-06,0.369,-10.374,0.138,112.496,0.152,Hip-Hop
46225,56.0,0.131,0.535,382093.0,0.3929999999999999,0.507,0.0658,-7.72,0.036,199.959,0.715,Hip-Hop
46226,50.0,0.33,0.7190000000000001,166395.0,0.887,0.0,0.281,-4.53,0.1969999999999999,139.965,0.204,Hip-Hop
46227,60.0,0.637,0.643,210893.0,0.6559999999999999,2.7600000000000003e-05,0.345,-8.962,0.0654,90.984,0.527,Hip-Hop
46228,57.0,0.0012,0.605,250213.0,0.8320000000000001,0.0114,0.053,-5.564,0.0316,102.01,0.506,Hip-Hop
46230,48.0,0.428,0.9,184320.0,0.5720000000000001,4.44e-06,0.223,-8.862,0.177,124.971,0.477,Hip-Hop
46232,56.0,0.346,0.6779999999999999,212840.0,0.3929999999999999,0.0,0.0897,-11.062,0.0738,119.997,0.0975,Hip-Hop
46233,60.0,0.11,0.7090000000000001,295307.0,0.934,0.0,0.2689999999999999,-3.512,0.133,130.083,0.7340000000000001,Hip-Hop
46235,51.0,0.139,0.77,247827.0,0.789,0.0,0.0558,-4.648,0.23,81.969,0.49,Hip-Hop
46236,48.0,0.0912,0.423,321803.0,0.733,0.0001419999999999,0.138,-5.379,0.391,85.23299999999999,0.51,Hip-Hop
46237,66.0,0.147,0.9,202667.0,0.365,0.185,0.179,-6.395,0.235,135.003,0.136,Hip-Hop
46238,62.0,0.528,0.767,123871.0,0.956,0.0559999999999999,0.208,-3.833,0.261,77.505,0.427,Hip-Hop
46240,62.0,0.0555,0.764,268933.0,0.5529999999999999,0.0,0.0783,-3.719,0.0837,93.008,0.103,Hip-Hop
46241,65.0,0.4589999999999999,0.669,174867.0,0.735,0.0,0.103,-7.263999999999999,0.3289999999999999,117.284,0.723,Hip-Hop
46242,74.0,0.244,0.696,142192.0,0.634,0.0,0.437,-6.917999999999999,0.281,89.973,0.728,Hip-Hop
46243,51.0,0.0298,0.929,299733.0,0.61,0.0,0.0958,-6.064,0.321,136.08100000000002,0.868,Hip-Hop
46244,62.0,0.4529999999999999,0.505,265480.0,0.795,0.0,0.0998,-6.283,0.434,89.669,0.7340000000000001,Hip-Hop
46246,53.0,0.0814,0.804,253187.0,0.762,0.0,0.618,-3.189,0.272,145.422,0.794,Hip-Hop
46247,57.0,0.711,0.598,305354.0,0.785,0.0,0.115,-3.488,0.29,93.35,0.8240000000000001,Hip-Hop
46248,53.0,0.186,0.935,103535.0,0.615,0.0,0.1009999999999999,-6.325,0.0604,129.99200000000002,0.2789999999999999,Hip-Hop
46249,81.0,0.0073,0.73,219947.0,0.836,0.0,0.0371,-4.277,0.0409,92.043,0.879,Hip-Hop
46250,49.0,0.309,0.763,171053.0,0.429,0.000176,0.1009999999999999,-8.079,0.385,120.957,0.2269999999999999,Hip-Hop
46252,56.0,0.531,0.8690000000000001,85241.0,0.2739999999999999,0.00209,0.0931,-14.464,0.135,106.971,0.16,Hip-Hop
46254,49.0,0.0696,0.863,172814.0,0.727,0.0,0.346,-6.952999999999999,0.191,126.024,0.636,Hip-Hop
46255,60.0,0.303,0.654,723573.0,0.753,8.08e-05,0.13,-7.556,0.395,110.722,0.371,Hip-Hop
46256,54.0,0.451,0.835,200130.0,0.754,0.0,0.107,-7.182,0.318,144.115,0.83,Hip-Hop
46257,62.0,0.0869,0.6759999999999999,200173.0,0.703,0.000687,0.0463,-5.815,0.0302,92.761,0.852,Hip-Hop
46259,60.0,0.233,0.868,204311.0,0.5479999999999999,2.67e-06,0.181,-7.864,0.171,139.999,0.557,Hip-Hop
46260,71.0,0.0369,0.8140000000000001,240000.0,0.667,0.0,0.11,-4.785,0.36,80.031,0.376,Hip-Hop
46261,54.0,0.0115,0.7170000000000001,358333.0,0.696,6.11e-05,0.0494,-11.94,0.0373,146.658,0.904,Hip-Hop
46263,63.0,0.0816,0.917,253800.0,0.665,0.0,0.196,-6.053,0.0924,91.082,0.8079999999999999,Hip-Hop
46265,49.0,0.0444,0.685,167840.0,0.606,0.0,0.182,-7.124,0.309,142.768,0.16,Hip-Hop
46267,52.0,0.036,0.8290000000000001,131683.0,0.6729999999999999,6.32e-05,0.214,-6.001,0.0379,123.992,0.505,Hip-Hop
46268,52.0,0.144,0.932,255053.0,0.565,0.0,0.113,-9.588,0.223,137.009,0.535,Hip-Hop
46269,52.0,0.0271,0.8590000000000001,146667.0,0.912,0.0,0.152,-4.916,0.282,90.0,0.7190000000000001,Hip-Hop
46270,71.0,0.0358,0.7040000000000001,141542.0,0.777,0.0,0.151,-5.729,0.195,111.921,0.392,Hip-Hop
46271,49.0,0.19,0.561,241360.0,0.863,0.0,0.26,-4.332,0.119,80.962,0.168,Hip-Hop
46272,77.0,0.069,0.81,220538.0,0.789,0.00103,0.0638,-5.048,0.04,94.025,0.856,Hip-Hop
46273,75.0,0.0936,0.79,151837.0,0.518,0.0,0.357,-6.571000000000001,0.212,97.986,0.487,Hip-Hop
46275,79.0,0.178,0.762,228875.0,0.631,0.0,0.146,-4.837,0.0544,118.969,0.379,Hip-Hop
46276,62.0,0.4,0.743,215000.0,0.4,0.0003109999999999,0.111,-12.369000000000002,0.0625,80.01,0.2289999999999999,Hip-Hop
46277,55.0,0.207,0.875,225213.0,0.381,4.87e-06,0.104,-7.176,0.379,100.014,0.318,Hip-Hop
46278,55.0,0.356,0.758,186773.0,0.6459999999999999,0.0,0.473,-3.662,0.0724,128.031,0.8759999999999999,Hip-Hop
46280,62.0,0.588,0.6809999999999999,227655.0,0.3329999999999999,0.0,0.086,-8.582,0.0974,118.05,0.564,Hip-Hop
46281,53.0,0.0278,0.73,177493.0,0.581,0.0,0.107,-5.982,0.105,163.024,0.481,Hip-Hop
46283,59.0,0.0631,0.878,178366.0,0.947,1.42e-05,0.142,-3.054,0.0642,110.047,0.8109999999999999,Hip-Hop
46285,61.0,0.0205,0.745,256253.0,0.863,1.82e-06,0.34,-4.797,0.0544,114.893,0.652,Hip-Hop
46286,66.0,0.0388,0.875,128174.0,0.44,0.0,0.127,-8.701,0.299,100.519,0.311,Hip-Hop
46288,50.0,0.00427,0.753,275504.0,0.529,7.170000000000001e-05,0.273,-7.712000000000001,0.105,126.965,0.0537,Hip-Hop
46290,55.0,0.059,0.677,234684.0,0.479,0.0,0.171,-9.11,0.0396,133.99,0.163,Hip-Hop
46291,81.0,0.369,0.6890000000000001,229526.0,0.481,1.03e-06,0.0649,-7.502999999999999,0.0815,80.025,0.283,Hip-Hop
46292,71.0,0.0414,0.6859999999999999,289560.0,0.428,0.0,0.138,-13.072,0.192,141.95,0.3289999999999999,Hip-Hop
46293,59.0,0.0189,0.336,173933.0,0.614,1.08e-06,0.135,-8.139,0.375,190.981,0.253,Hip-Hop
46294,56.0,0.201,0.79,152842.0,0.412,0.0,0.275,-11.505,0.115,94.977,0.451,Hip-Hop
46295,64.0,0.0157,0.775,164004.0,0.513,0.0,0.127,-7.653,0.0613,137.032,0.585,Hip-Hop
46297,56.0,0.115,0.551,282173.0,0.747,0.0,0.0895,-7.911,0.254,88.93700000000001,0.205,Hip-Hop
46299,48.0,0.0141,0.687,239973.0,0.858,0.0,0.158,-6.471,0.237,87.869,0.3979999999999999,Hip-Hop
46300,62.0,0.359,0.509,287360.0,0.787,2.7600000000000003e-05,0.26,-6.754,0.265,114.449,0.507,Hip-Hop
46301,63.0,0.222,0.787,253467.0,0.72,0.0,0.633,-7.569,0.251,121.003,0.5379999999999999,Hip-Hop
46302,54.0,0.0515,0.7659999999999999,242693.0,0.518,0.0567,0.113,-8.648,0.0374,110.059,0.107,Hip-Hop
46303,51.0,0.628,0.687,221520.0,0.475,0.0,0.113,-5.724,0.258,79.937,0.55,Hip-Hop
46304,61.0,0.52,0.664,253627.0,0.396,0.0,0.268,-9.131,0.0298,102.053,0.4529999999999999,Hip-Hop
46305,57.0,0.0566,0.8029999999999999,319853.0,0.8170000000000001,0.0,0.0601,-2.6660000000000004,0.364,76.507,0.747,Hip-Hop
46306,60.0,0.794,0.6409999999999999,319273.0,0.637,0.0515,0.131,-9.43,0.0579,138.869,0.601,Hip-Hop
46311,64.0,0.31,0.725,114313.0,0.504,0.0,0.1159999999999999,-3.544,0.0471,140.023,0.0723,Hip-Hop
46312,61.0,0.779,0.276,175453.0,0.358,2.5e-06,0.0728,-7.684,0.0443,81.977,0.13,Hip-Hop
46313,50.0,0.252,0.754,178187.0,0.878,0.0,0.191,-4.959,0.278,141.02100000000002,0.4539999999999999,Hip-Hop
46314,48.0,0.00138,0.7170000000000001,233680.0,0.5479999999999999,0.0,0.367,-7.757000000000001,0.267,91.979,0.478,Hip-Hop
46315,57.0,0.136,0.7509999999999999,246720.0,0.568,0.0,0.0288,-5.431,0.0872,128.002,0.6459999999999999,Hip-Hop
46318,51.0,0.52,0.633,186515.0,0.595,0.0,0.213,-9.346,0.122,120.39,0.61,Hip-Hop
46320,60.0,0.131,0.435,196216.0,0.6409999999999999,0.0,0.273,-7.274,0.104,115.534,0.156,Hip-Hop
46321,58.0,0.365,0.7170000000000001,124720.0,0.41,0.0,0.118,-4.228,0.062,125.95,0.119,Hip-Hop
46322,51.0,0.0969,0.846,192026.0,0.635,0.0,0.3429999999999999,-6.549,0.22,110.034,0.51,Hip-Hop
46323,50.0,0.23,0.892,119573.0,0.346,0.0,0.0908,-9.037,0.389,127.047,0.156,Hip-Hop
46324,47.0,0.42,0.8490000000000001,190199.0,0.474,0.0,0.105,-9.417,0.141,116.032,0.486,Hip-Hop
46325,52.0,0.2789999999999999,0.883,197531.0,0.73,0.00235,0.144,-5.296,0.2189999999999999,145.859,0.34,Hip-Hop
46326,51.0,0.606,0.828,186923.0,0.387,2e-05,0.0724,-12.242,0.113,129.997,0.207,Hip-Hop
46327,57.0,0.223,0.45,129730.0,0.332,0.0145,0.113,-11.524,0.0355,59.957,0.0636,Hip-Hop
46328,53.0,0.127,0.925,220987.0,0.639,0.0,0.0561,-9.728,0.356,140.031,0.68,Hip-Hop
46329,53.0,0.0263,0.601,192000.0,0.965,0.00415,0.118,-0.672,0.141,149.97899999999998,0.272,Hip-Hop
46330,47.0,0.168,0.721,140280.0,0.76,0.0,0.102,-7.207000000000001,0.278,137.13,0.354,Hip-Hop
46331,53.0,0.2239999999999999,0.547,276016.0,0.732,1.23e-06,0.3339999999999999,-7.205,0.379,78.97800000000001,0.163,Hip-Hop
46333,47.0,0.7559999999999999,0.462,244960.0,0.384,0.00016,0.0858,-13.429,0.38,77.815,0.1,Hip-Hop
46334,56.0,0.0311,0.332,212800.0,0.7909999999999999,0.000264,0.104,-4.489,0.22,79.65,0.439,Hip-Hop
46336,53.0,0.144,0.726,227187.0,0.616,0.0,0.316,-6.6770000000000005,0.364,82.54799999999999,0.607,Hip-Hop
46337,71.0,0.0662,0.5710000000000001,291334.0,0.556,0.000149,0.1369999999999999,-5.857,0.223,155.465,0.0762,Hip-Hop
46338,69.0,0.3929999999999999,0.4629999999999999,100260.0,0.632,0.0,0.127,-9.577,0.0525,163.71,0.0894,Hip-Hop
46339,65.0,0.0935,0.8140000000000001,200774.0,0.635,0.0,0.0892,-6.609,0.0809,87.581,0.784,Hip-Hop
46340,55.0,0.0009539999999999,0.63,191869.0,0.8420000000000001,0.0,0.362,-5.636,0.316,84.94200000000001,0.634,Hip-Hop
46341,58.0,0.119,0.669,214600.0,0.61,2.75e-05,0.53,-8.217,0.0457,94.439,0.428,Hip-Hop
46342,61.0,0.187,0.84,184333.0,0.297,1.94e-05,0.249,-9.854,0.0975,110.048,0.318,Hip-Hop
46343,58.0,0.0253,0.904,158143.0,0.624,0.0,0.0987,-6.676,0.2289999999999999,88.0,0.826,Hip-Hop
46344,60.0,0.00569,0.851,223000.0,0.462,0.816,0.0446,-5.462999999999999,0.163,128.032,0.185,Hip-Hop
46345,50.0,0.312,0.638,254893.0,0.968,0.0,0.401,-2.748,0.479,85.801,0.691,Hip-Hop
46347,52.0,0.684,0.53,185269.0,0.53,0.0,0.108,-9.46,0.3339999999999999,175.91400000000002,0.272,Hip-Hop
46348,51.0,0.315,0.713,249653.0,0.873,0.0,0.245,-4.402,0.238,154.977,0.897,Hip-Hop
46349,61.0,0.417,0.735,459363.0,0.732,4.24e-06,0.0911,-4.41,0.282,87.02600000000001,0.465,Hip-Hop
46350,69.0,0.85,0.6859999999999999,206027.0,0.215,0.000123,0.106,-13.54,0.0387,91.998,0.273,Hip-Hop
46351,57.0,0.0249,0.722,279133.0,0.747,4.5e-06,0.1969999999999999,-3.483,0.0509,95.866,0.3429999999999999,Hip-Hop
46352,46.0,0.0296,0.858,175510.0,0.632,0.0,0.102,-7.032,0.22,139.606,0.276,Hip-Hop
46353,70.0,0.00359,0.758,223240.0,0.49,6.61e-06,0.292,-9.877,0.139,140.116,0.335,Hip-Hop
46354,60.0,0.324,0.555,121851.0,0.769,0.0,0.1639999999999999,-5.192,0.3379999999999999,130.063,0.365,Hip-Hop
46355,53.0,0.141,0.624,227957.0,0.728,0.0,0.106,-6.39,0.465,152.088,0.599,Hip-Hop
46356,75.0,0.195,0.851,158684.0,0.625,0.0,0.266,-5.417000000000001,0.303,99.061,0.6679999999999999,Hip-Hop
46358,63.0,0.434,0.703,202333.0,0.614,0.0,0.0942,-6.832000000000001,0.113,150.047,0.4529999999999999,Hip-Hop
46359,58.0,0.107,0.693,252707.0,0.856,0.0,0.355,-4.045,0.3779999999999999,89.899,0.607,Hip-Hop
46360,63.0,0.015,0.7170000000000001,187320.0,0.496,0.0,0.139,-6.263,0.045,140.01,0.301,Hip-Hop
46362,66.0,0.0415,0.589,212143.0,0.774,0.0,0.39,-6.318,0.0495,119.92,0.179,Hip-Hop
46363,50.0,0.0107,0.6409999999999999,167816.0,0.639,0.0,0.0515,-7.763,0.2739999999999999,163.005,0.8029999999999999,Hip-Hop
46364,50.0,0.262,0.628,184088.0,0.479,0.00465,0.358,-9.2,0.142,79.932,0.1009999999999999,Hip-Hop
46365,47.0,0.0089,0.8140000000000001,184467.0,0.55,0.0,0.315,-4.8260000000000005,0.124,150.989,0.205,Hip-Hop
46366,60.0,0.324,0.65,221933.0,0.753,0.0,0.307,-4.745,0.0632,82.478,0.616,Hip-Hop
46367,52.0,0.02,0.81,166337.0,0.563,0.0,0.239,-6.845,0.205,100.003,0.461,Hip-Hop
46368,57.0,0.0267,0.416,236267.0,0.396,0.000122,0.104,-13.088,0.17,179.33599999999998,0.483,Hip-Hop
46369,47.0,0.0306,0.61,196695.0,0.76,0.0,0.246,-5.787999999999999,0.3779999999999999,89.85600000000001,0.352,Hip-Hop
46370,47.0,0.24,0.627,245009.0,0.6890000000000001,0.0,0.3389999999999999,-6.841,0.296,86.76799999999999,0.406,Hip-Hop
46371,52.0,0.0582,0.498,132373.0,0.748,0.0,0.281,-7.218,0.434,77.601,0.426,Hip-Hop
46372,64.0,0.0254,0.519,205373.0,0.57,0.0,0.0821,-7.366,0.2019999999999999,164.155,0.317,Hip-Hop
46373,59.0,0.0493,0.873,166926.0,0.669,0.0,0.0669,-6.587999999999999,0.149,145.955,0.64,Hip-Hop
46374,54.0,0.359,0.5710000000000001,131867.0,0.7170000000000001,3.12e-06,0.7979999999999999,-8.333,0.337,87.538,0.879,Hip-Hop
46375,77.0,0.00207,0.836,213358.0,0.579,0.0,0.11,-6.164,0.243,85.486,0.431,Hip-Hop
46376,53.0,0.132,0.715,260974.0,0.794,0.0,0.361,-5.426,0.163,119.994,0.604,Hip-Hop
46377,67.0,0.0656,0.7340000000000001,166991.0,0.574,0.0,0.4429999999999999,-5.916,0.261,134.866,0.366,Hip-Hop
46378,70.0,0.364,0.8109999999999999,235897.0,0.7340000000000001,2.26e-06,0.121,-6.626,0.3339999999999999,150.06,0.5660000000000001,Hip-Hop
46380,67.0,0.0125,0.57,270627.0,0.58,0.0,0.0497,-5.547000000000001,0.209,171.917,0.405,Hip-Hop
46381,54.0,0.242,0.517,243973.0,0.774,2.56e-05,0.225,-6.925,0.3229999999999999,77.874,0.8170000000000001,Hip-Hop
46383,48.0,0.406,0.627,327497.0,0.904,0.0,0.204,-2.213,0.144,139.92,0.654,Hip-Hop
46385,66.0,0.0203,0.3779999999999999,372707.0,0.691,0.0,0.4,-5.308,0.461,75.16199999999999,0.226,Hip-Hop
46386,62.0,0.127,0.705,249573.0,0.746,7.900000000000001e-05,0.128,-8.615,0.042,119.566,0.964,Hip-Hop
46387,57.0,0.0839,0.575,193787.0,0.609,8.46e-05,0.62,-8.037,0.19,93.774,0.392,Hip-Hop
46388,56.0,0.1689999999999999,0.669,329187.0,0.662,0.0,0.345,-7.757999999999999,0.0446,94.531,0.471,Hip-Hop
46389,56.0,0.106,0.5329999999999999,187578.0,0.6659999999999999,0.0,0.127,-6.27,0.365,156.9,0.5870000000000001,Hip-Hop
